,track_id,acousticness,danceability,energy,instrumentalness,liveness,speechiness,tempo,valence,artist_name,artist_discovery,artist_familiarity,artist_hotttnesss,song_currency,song_hotttnesss,album_name,genre_top,listens,song_title
11,146,0.532019493,0.417680921,0.476422498,0.402500406,0.172104669,0.035360722,135.468,0.682397181,Amoebic Ensemble,0.252380591,0.238153,0.263657,0.00025,0.0385,Limbic Rage,Jazz,1446,Gimme a Buck or I'll Touch You / Boilermaker
12,147,0.778409916,0.706681063,0.866116014,0.806702599,0.104649817,0.065083465,120.218,0.917612908,Amoebic Ensemble,0.252380591,0.238153,0.263657,0.0,0.0,Limbic Rage,Jazz,1446,Repetitive Motion Sickness
13,153,0.98830555,0.2556609,0.979773793,0.973005724,0.121342,0.051739762,90.241,0.034017867,Arc and Sender,0.262716769,0.173315,0.274455,0.00025,0.0443,Arc and Sender,Rock,628,Hundred-Year Flood
14,154,0.970134887,0.352946131,0.023851562,0.957112885,0.113260721,0.032176764,53.758,0.035631561,Arc and Sender,0.262716769,0.173315,0.274455,0.0005,0.070213,Arc and Sender,Rock,628,Squares And Circles
15,155,0.981657344,0.142249248,0.912122086,0.967293978,0.363509516,0.087526988,91.912,0.034325256,Arc and Sender,0.262716769,0.173315,0.274455,0.0,0.0,unreleased demo,Rock,197,Maps of the Stars Homes
16,169,0.989141175,0.225977528,0.722834853,0.263076279,0.092370532,0.053406352,94.322,0.028347208,Argumentix,0.27567193,0.162622,0.287989,0.00025,0.039431,Boss of Goth,Rock,716,Boss of Goth
17,170,0.88665971,0.298518303,0.744332563,0.92095049,0.139587018,0.088781041,97.88,0.073547547,Argumentix,0.27567193,0.162622,0.287989,0.0,0.0,Nightmarcher,Rock,193,Industry Standard Massacre
18,171,0.698277761,0.285815646,0.213493734,0.9556913,0.087035928,0.064093819,125.645,0.150599136,Argumentix,0.27567193,0.162622,0.287989,0.00025,0.039431,Victim of Your Life,Rock,346,Marching as Technitions
19,172,0.815548904,0.144125071,0.892721187,0.900430124,0.104703467,0.102293658,138.68,0.034916419,Argumentix,0.27567193,0.162622,0.287989,0.00025,0.039431,Heir to the Power Bear Fortune,Rock,90,I Can't Stand You Up-right
20,173,0.842112888,0.285293229,0.564688697,0.951624346,0.110481378,0.040610547,166.552,0.254299214,Argumentix,0.27567193,0.162622,0.287989,0.0005,0.062497,Boss of Goth,Rock,716,Save Life's Golden Receipt In Case Refund Needed
21,174,0.367392646,0.339698071,0.846639439,0.909186179,0.19894398,0.462607473,70.887,0.048242733,Argumentix,0.27567193,0.162622,0.287989,0.0005,0.062497,Boss of Goth,Rock,716,Senator's Stance
22,175,0.993927617,0.310089977,0.95249313,0.274311479,0.354230519,0.825743907,69.413,0.033402312,Argumentix,0.27567193,0.162622,0.287989,0.0,0.0,Nightmarcher,Rock,193,Snapped Today
23,176,0.833516014,0.206509279,0.779140487,0.940841086,0.372311399,0.077227145,123.583,0.028143816,Argumentix,0.27567193,0.162622,0.287989,0.00025,0.039431,Victim of Your Life,Rock,346,Step Up to Legends
24,177,0.754275299,0.209112907,0.579959277,0.736865435,0.112164893,0.073350202,95.932,0.083330261,Argumentix,0.27567193,0.162622,0.287989,0.0005,0.062497,Boss of Goth,Rock,716,Petty Hate Machine
25,178,0.995553322,0.18614593,0.413054236,0.955137448,0.111716276,0.040892505,61.316,0.252819344,Argumentix,0.27567193,0.162622,0.287989,0.0,0.0,"Tarantula Downpour 7""",Rock,149,Lend Me a Blanket
26,179,0.958873292,0.274608855,0.98948247,0.919362308,0.546515688,0.185316312,84.173,0.0332076,Argumentix,0.27567193,0.162622,0.287989,0.0005,0.062497,Dracula Safari,Rock,226,Ready to Die
27,189,0.993670209,0.622578036,0.216906878,0.972870004,0.110989349,0.029923503,92.124,0.039641258,Ed Askew,0.423999367,0.403155,0.444855,0.0,0.0,What I Know,Folk,894,The Thought Of It
28,190,0.99062949,0.500753457,0.371229743,0.102838444,0.218810194,0.032528811,100.919,0.251232305,Ed Askew,0.423999367,0.403155,0.444855,0.0,0.0,Blue Piano,Folk,12333,Castle Of Stars
29,191,0.982463915,0.286557293,0.238347942,0.942936852,0.097493219,0.02990791,115.292,0.086136508,Ed Askew,0.423999367,0.403155,0.444855,0.0,0.0,What I Know,Folk,894,Song About Michael
30,192,0.992865643,0.653847565,0.044151244,0.338404211,0.112740831,0.845311928,129.673,0.788160273,Ed Askew,0.423999367,0.403155,0.444855,0.0,0.0,What I Know,Folk,894,Ed Talk WNYC
31,193,0.914038875,0.640601044,0.164071252,0.760562193,0.258399033,0.099210321,49.831,0.190789711,Ed Askew,0.423999367,0.403155,0.444855,0.0,0.0,Blue Piano,Folk,12333,Here With You
32,194,0.992905949,0.494730177,0.200337559,0.618086852,0.086449938,0.038937795,103.779,0.253244415,Ed Askew,0.423999367,0.403155,0.444855,0.0,0.0,Blue Piano,Folk,12333,All I want to Do
33,195,0.989495551,0.493989456,0.184508387,0.968416643,0.116594587,0.04234154,50.168,0.267029516,Ed Askew,0.423999367,0.403155,0.444855,0.0,0.0,What I Know,Folk,894,I Remember You
34,196,0.995459498,0.370060505,0.146733775,0.972813356,0.117827832,0.035720032,107.346,0.136060118,Ed Askew,0.423999367,0.403155,0.444855,0.0,0.0,What I Know,Folk,894,Bright Mr Brother
35,197,0.983585184,0.602656565,0.007043697,0.791713442,0.080021913,0.421113443,128.698,0.770009457,Ed Askew,0.423999367,0.403155,0.444855,0.0,0.0,Blue Piano,Folk,12333,Piano 2
36,198,0.994758357,0.444476637,0.254202456,0.907322268,0.138199081,0.032691843,107.605,0.192034077,Ed Askew,0.423999367,0.403155,0.444855,0.0,0.0,Blue Piano,Folk,12333,It Breaks My Heart
37,199,0.837046224,0.652686963,0.208152213,0.913980896,0.098106908,0.044584711,86.536,0.34776472,Ed Askew,0.423999367,0.403155,0.444855,0.0,0.0,What I Know,Folk,894,Rimbaud
38,200,0.960191604,0.215925929,0.295126456,0.802977714,0.170076121,0.037825105,200.391,0.367739929,Ed Askew,0.423999367,0.403155,0.444855,4.17e-05,0.063842,Blue Piano,Folk,12333,Baby Come Home
39,201,0.991812893,0.461854871,0.543751241,0.964922262,0.137006432,0.02568771,93.945,0.758631548,Ed Askew,0.423999367,0.403155,0.444855,0.0,0.0,What I Know,Folk,894,Big City
40,202,0.994847915,0.571658937,0.211420522,0.968892685,0.120100005,0.035420088,111.007,0.192613284,Ed Askew,0.423999367,0.403155,0.444855,0.0,0.0,What I Know,Folk,894,Palomino
41,203,0.992764778,0.58898676,0.137918295,0.087376056,0.09576879,0.058463974,122.31,0.631042683,Ed Askew,0.423999367,0.403155,0.444855,0.0,0.0,Blue Piano,Folk,12333,Song For R
42,204,0.976754028,0.413428413,0.226167358,0.264870994,0.145063658,0.039428972,105.012,0.253538532,Ed Askew,0.423999367,0.403155,0.444855,0.0,0.0,Blue Piano,Folk,12333,My Dream
43,205,0.995593241,0.290893659,0.133998154,0.965615896,0.101731056,0.032228432,103.425,0.126066853,Ed Askew,0.423999367,0.403155,0.444855,0.0,0.0,What I Know,Folk,894,What Crow Saw
44,206,0.995648722,0.403129003,0.209892274,0.972870004,0.128509764,0.038009667,119.073,0.929618895,Ed Askew,0.423999367,0.403155,0.444855,0.0,0.0,What I Know,Folk,894,Bella Crane
45,207,0.987258116,0.633733393,0.008987468,0.91008157,0.107974576,0.248673322,49.581,0.708865941,Ed Askew,0.423999367,0.403155,0.444855,0.0,0.0,Blue Piano,Folk,12333,Piano 3
46,208,0.985727423,0.416511608,0.363309578,0.783343608,0.208498269,0.03317752,110.579,0.218290722,Ed Askew,0.423999367,0.403155,0.444855,0.0,0.0,Blue Piano,Folk,12333,Safe Harbor
47,209,0.995272848,0.480660903,0.575464372,0.896955117,0.36915669,0.080061934,96.053,0.222953144,Ed Askew,0.423999367,0.403155,0.444855,0.0,0.0,Blue Piano,Folk,12333,Safe Harbor
48,210,0.98953329,0.43018958,0.227035859,0.524683851,0.105815294,0.034497728,96.845,0.272791224,Ed Askew,0.423999367,0.403155,0.444855,0.0,0.0,Blue Piano,Folk,12333,In the French Court
49,211,0.991135783,0.605553826,0.173004336,0.806026674,0.165239674,0.029838101,95.105,0.154600307,Ed Askew,0.423999367,0.403155,0.444855,0.0,0.0,Blue Piano,Folk,12333,In America
50,212,0.844050474,0.668737816,0.35695776,0.029864837,0.618520472,0.02892711,100.117,0.348817403,Ed Askew,0.423999367,0.403155,0.444855,0.0,0.0,Blue Piano,Folk,12333,When I Arive
51,213,0.933741035,0.312719823,0.340999047,0.919242324,0.082975843,0.032745236,142.499,0.043053815,AU,0.463409289,0.468543,0.532223,0.000302419,0.214164,Au,Pop,1148,Boute
52,226,0.132583296,0.541156534,0.757255185,0.882617439,0.099432659,0.02921597,144.808,0.733505516,Bad News Bats,0.268421864,0.234926,0.280415,0.00025,0.043313,Bad News Bats,Rock,2677,W.T.M.
53,228,0.016759124,0.36195545,0.872379042,0.922775365,0.15177309,0.03860093,146.546,0.532632464,Bad News Bats,0.268421864,0.234926,0.280415,0.0,0.0,Bad News Bats,Rock,2677,Don't Run With Pizzas
55,237,0.968318169,0.306269119,0.541039789,0.956206182,0.088763521,0.118232716,130.996,0.039938682,Barnacled,0.300486223,0.248524,0.313912,0.0,0.0,6,Jazz,2544,Garbage and (Garbage and Fire)
56,238,0.976197969,0.245786029,0.286940546,0.961436016,0.116216601,0.048798335,81.869,0.117597731,Barnacled,0.300486223,0.248524,0.313912,0.0,0.0,6,Jazz,2544,France Attacks
57,247,0.993396802,0.441971555,0.484894395,0.938292699,0.092892846,0.044921869,133.196,0.638205074,Bird Names,0.333480053,0.316331,0.34838,0.0,0.0,On Opaque Things,Rock,5613,A New Map for Kissing
58,249,0.979755252,0.371783751,0.523408141,0.968838162,0.109446962,0.070379131,168.606,0.377169697,Bird Names,0.333480053,0.316331,0.34838,0.0,0.0,On Opaque Things,Rock,5613,The Indefinite Time Yet to Come
59,252,0.993188,0.710144852,0.250673243,0.946342472,0.105912465,0.036461641,111.228,0.490516508,Bird Names,0.333480053,0.316331,0.34838,0.0,0.0,On Opaque Things,Rock,5613,It's Becoming a Stranger
60,255,0.987328174,0.703590991,0.435712052,0.90172303,0.11375812,0.067624008,122.811,0.910820773,Bird Names,0.333480053,0.316331,0.34838,0.0,0.0,On Opaque Things,Rock,5613,We Want to be Old
61,256,0.430246542,0.262049934,0.97208567,0.896692962,0.40734359,0.151244955,118.281,0.06179626,Black Elk,0.465448596,0.406155,0.490348,0.0,0.0,Black Elk,Rock,4418,Toggle
62,257,0.357085575,0.189345158,0.939706497,0.945661219,0.146850113,0.064066994,83.959,0.202259719,Black Elk,0.465448596,0.406155,0.490348,0.0,0.0,Black Elk,Rock,4418,My Lil'
63,258,0.061475307,0.287632562,0.938652614,0.875299637,0.116520354,0.090615948,119.803,0.142596245,Black Elk,0.465448596,0.406155,0.490348,0.0,0.0,Black Elk,Rock,4418,Eyebone
64,303,0.922907026,0.44086803,0.243451728,0.859713969,0.114738342,0.337815795,129.598,0.577068854,Blah Blah Blah,0.381876436,0.493007,0.45409,0.0,0.0,Green Collection,Rock,2060,Splish spladdy
65,304,0.86568677,0.27887495,0.066924556,0.914963313,0.111546332,0.034110269,143.114,0.074577945,Blah Blah Blah,0.381876436,0.493007,0.45409,0.0,0.0,Stripey Collection,Rock,3439,Woo You
66,305,0.76424761,0.733111717,0.07948683,0.935461343,0.111640631,0.042528775,108.131,0.107946455,Blah Blah Blah,0.381876436,0.493007,0.45409,0.0,0.0,Gold Collection,Rock,4250,Disney on Ice
67,306,0.967960495,0.304326153,0.342578584,0.760670027,0.111136368,0.04442105,142.342,0.098576497,Blah Blah Blah,0.381876436,0.493007,0.45409,0.0,0.0,Green Collection,Rock,2060,The Prime Four
68,307,0.773769661,0.552026166,0.251327674,0.568975834,0.110743079,0.050632553,117.247,0.356984247,Blah Blah Blah,0.381876436,0.493007,0.45409,0.0,0.0,Green Collection,Rock,2060,Out on the farm
69,308,0.881460625,0.474334149,0.035017151,0.930933638,0.104743766,0.033712152,92.951,0.319239398,Blah Blah Blah,0.381876436,0.493007,0.45409,0.0,0.0,Stripey Collection,Rock,3439,The Hotel
70,309,0.33548143,0.390263092,0.021067363,0.937508147,0.089045697,0.041490645,60.382,0.039932121,Blah Blah Blah,0.381876436,0.493007,0.45409,0.0,0.0,Green Collection,Rock,2060,Where are all the people
71,310,0.807939395,0.585477862,0.424564282,0.890464018,0.110307525,0.039165993,142.579,0.205182953,Blah Blah Blah,0.381876436,0.493007,0.45409,0.0,0.0,Gold Collection,Rock,4250,Going Down to Soho
72,311,0.566658415,0.669094805,0.057540453,0.121327987,0.106270168,0.051355469,188.94,0.694344197,Blah Blah Blah,0.381876436,0.493007,0.45409,0.0,0.0,Stripey Collection,Rock,3439,Tropical Holiday Time
73,312,0.990320057,0.362013783,0.486088087,0.848269341,0.093920845,0.567185313,91.32,0.376977444,Blah Blah Blah,0.381876436,0.493007,0.45409,0.0,0.0,Green Collection,Rock,2060,Tropical Sheep
74,313,0.97720379,0.748881023,0.131260286,0.765881669,0.112365988,0.134036919,101.106,0.521582006,Blah Blah Blah,0.381876436,0.493007,0.45409,0.0,0.0,Stripey Collection,Rock,3439,Think Things Of You
75,314,0.078123304,0.724799864,0.430954752,0.016487277,0.070829303,0.032861656,89.032,0.850639219,Blah Blah Blah,0.381876436,0.493007,0.45409,0.0,0.0,Green Collection,Rock,2060,Daisey Chains
76,315,0.4764017,0.443016713,0.168393019,0.90966797,0.150000148,0.056420994,107.08,0.509662129,Blah Blah Blah,0.381876436,0.493007,0.45409,0.0,0.0,Gold Collection,Rock,4250,Interference
77,316,0.797109673,0.483917086,0.061000622,0.597670577,0.110347571,0.191066413,103.859,0.252571453,Blah Blah Blah,0.381876436,0.493007,0.45409,0.0,0.0,Gold Collection,Rock,4250,Itching in my pants
78,317,0.968785317,0.398754509,0.333720509,0.930614717,0.277202749,0.040043801,112.977,0.240823378,Blah Blah Blah,0.381876436,0.493007,0.45409,0.0,0.0,Stripey Collection,Rock,3439,Very Nice
79,318,0.605176535,0.452892782,0.259907492,0.965211788,0.099354824,0.075779772,78.172,0.517176346,Blah Blah Blah,0.381876436,0.493007,0.45409,0.0,0.0,30th Anniversary Blah Blah Blah,Rock,11086,1-2-3-4
80,319,0.890498485,0.316413081,0.059613107,0.913302878,0.108808026,0.038778514,133.934,0.122417322,Blah Blah Blah,0.381876436,0.493007,0.45409,0.0,0.0,Green Collection,Rock,2060,Complete Shakespeare
81,320,0.864403644,0.692845327,0.116538852,0.751706267,0.107039341,0.123691383,126.665,0.339868531,Blah Blah Blah,0.381876436,0.493007,0.45409,0.0,0.0,Gold Collection,Rock,4250,The Natives are Restless
82,321,0.897593404,0.254715755,0.271616395,0.958616618,0.080403956,0.032524802,147.547,0.178369455,Blah Blah Blah,0.381876436,0.493007,0.45409,0.0,0.0,Stripey Collection,Rock,3439,Heart Attack
83,322,0.800476547,0.434217643,0.183197095,0.939285941,0.122503836,0.078796032,143.529,0.146380735,Blah Blah Blah,0.381876436,0.493007,0.45409,0.0,0.0,Green Collection,Rock,2060,Shopping Bag
84,323,0.973824992,0.335058487,0.125803378,0.922346157,0.110517364,0.033583558,73.895,0.143815277,Blah Blah Blah,0.381876436,0.493007,0.45409,0.0,0.0,Green Collection,Rock,2060,Crocodile Song
85,324,0.967250313,0.576881127,0.343455425,0.963476673,0.112806981,0.10542774,111.988,0.434777212,Blah Blah Blah,0.381876436,0.493007,0.45409,0.0,0.0,Stripey Collection,Rock,3439,I just don't know
86,325,0.927949521,0.517065201,0.12899274,0.901481965,0.240380101,0.396332932,114.819,0.48422366,Blah Blah Blah,0.381876436,0.493007,0.45409,0.0,0.0,Gold Collection,Rock,4250,Liquidizing Chickens
87,326,0.933332172,0.614192963,0.711231095,0.844746731,0.154399913,0.579897204,197.924,0.380919806,Blah Blah Blah,0.381876436,0.493007,0.45409,0.0,0.0,Stripey Collection,Rock,3439,Burn
88,327,0.928170889,0.55309119,0.303936877,0.954230323,0.110751742,0.107400985,110.039,0.616368064,Blah Blah Blah,0.381876436,0.493007,0.45409,0.0,0.0,Stripey Collection,Rock,3439,Hands Beckoning
89,328,0.297540646,0.624953428,0.176883622,0.815871157,0.09282263,0.055148622,114.858,0.503635493,Blah Blah Blah,0.381876436,0.493007,0.45409,0.0,0.0,Stripey Collection,Rock,3439,Central Park
90,331,0.84942419,0.694784027,0.254716932,0.958145514,0.111972028,0.113968842,85.471,0.594901745,Blah Blah Blah,0.381876436,0.493007,0.45409,0.0,0.0,Green Collection,Rock,2060,Weatherman
91,332,0.993633002,0.47495815,0.590822834,0.90078984,0.139660553,0.228849159,101.637,0.281248164,Blah Blah Blah,0.381876436,0.493007,0.45409,0.0,0.0,30th Anniversary Blah Blah Blah,Rock,11086,39th floor Club
92,333,0.955110164,0.516983597,0.11365647,1.28e-06,0.208705038,0.713184877,92.49,0.389560656,Blah Blah Blah,0.381876436,0.493007,0.45409,0.0,0.0,30th Anniversary Blah Blah Blah,Rock,11086,Blah intro
93,334,0.945216322,0.214346058,0.641975417,0.9660183,0.111056478,0.049772798,149.17,0.187065926,Blah Blah Blah,0.381876436,0.493007,0.45409,0.0,0.0,30th Anniversary Blah Blah Blah,Rock,11086,Blahpunk
94,335,0.765788658,0.635169052,0.212234524,0.860556463,0.085405497,0.037868589,111.807,0.378250103,Blah Blah Blah,0.381876436,0.493007,0.45409,0.0,0.0,30th Anniversary Blah Blah Blah,Rock,11086,Bored
95,336,0.936369325,0.561875392,0.142250377,0.555474815,0.111512136,0.077240684,124.808,0.470860197,Blah Blah Blah,0.381876436,0.493007,0.45409,0.0,0.0,30th Anniversary Blah Blah Blah,Rock,11086,Breeder
96,337,0.867452641,0.461918708,0.414278193,0.014839459,0.262517031,0.095734865,87.092,0.685758599,Blah Blah Blah,0.381876436,0.493007,0.45409,0.0,0.0,30th Anniversary Blah Blah Blah,Rock,11086,Brian's Garage
97,338,0.98456926,0.460057345,0.043613652,0.238005013,0.102993179,0.039791255,118.805,0.316104681,Blah Blah Blah,0.381876436,0.493007,0.45409,0.0,0.0,30th Anniversary Blah Blah Blah,Rock,11086,Cabages in the sunset
98,339,0.990491491,0.452569356,0.098362435,0.576300783,0.116476751,0.0646204,126.267,0.60969735,Blah Blah Blah,0.381876436,0.493007,0.45409,0.0,0.0,30th Anniversary Blah Blah Blah,Rock,11086,Chimpanzees disease
99,340,0.947995787,0.601460814,0.141297082,0.912404011,0.109157635,0.041656297,147.178,0.483794739,Blah Blah Blah,0.381876436,0.493007,0.45409,0.0,0.0,30th Anniversary Blah Blah Blah,Rock,11086,Circles in London
100,341,0.977281533,0.468807741,0.134975265,0.687699751,0.105380737,0.073124034,119.646,0.430707432,Blah Blah Blah,0.381876436,0.493007,0.45409,0.0,0.0,30th Anniversary Blah Blah Blah,Rock,11086,Count Dracula's castle
101,342,0.020857709,0.144568973,0.101061237,0.333791231,0.142994549,0.041328753,159.15,0.237756557,Blah Blah Blah,0.381876436,0.493007,0.45409,0.0,0.0,30th Anniversary Blah Blah Blah,Rock,11086,Crash
102,343,0.548666131,0.457006842,0.181635435,8.06e-06,0.130331979,0.112145364,124.648,0.259147233,Blah Blah Blah,0.381876436,0.493007,0.45409,0.0,0.0,30th Anniversary Blah Blah Blah,Rock,11086,Cybernetics
103,344,0.976710359,0.536150896,0.330633156,0.867754397,0.119233225,0.232173615,127.505,0.38016437,Blah Blah Blah,0.381876436,0.493007,0.45409,0.0,0.0,30th Anniversary Blah Blah Blah,Rock,11086,Denver
104,345,0.932314592,0.34086588,0.207093477,0.927402182,0.111419792,0.177946753,82.642,0.444350078,Blah Blah Blah,0.381876436,0.493007,0.45409,0.0,0.0,30th Anniversary Blah Blah Blah,Rock,11086,Ding dang (skat)
105,346,0.946705225,0.730398165,0.064884716,0.944928811,0.111093922,0.058081212,117.636,0.59477658,Blah Blah Blah,0.381876436,0.493007,0.45409,0.0,0.0,30th Anniversary Blah Blah Blah,Rock,11086,Disco Ghoul
106,347,0.73466854,0.724324644,0.348329822,0.958318519,0.121679767,0.413082766,134.024,0.92991786,Blah Blah Blah,0.381876436,0.493007,0.45409,0.0,0.0,30th Anniversary Blah Blah Blah,Rock,11086,Down in the pits again
107,348,0.003056742,0.446686367,0.290603876,0.8116356,0.067158409,0.047248562,120.348,0.039228219,Blah Blah Blah,0.381876436,0.493007,0.45409,0.0,0.0,30th Anniversary Blah Blah Blah,Rock,11086,Excretia
108,350,0.989663515,0.463938455,0.363611643,0.919011376,0.118739641,0.037621845,99.384,0.591003485,Blah Blah Blah,0.381876436,0.493007,0.45409,0.0,0.0,30th Anniversary Blah Blah Blah,Rock,11086,Gotta Go
109,351,0.859157721,0.82809202,0.089388192,0.927883224,0.108946273,0.417220191,126.787,0.680352948,Blah Blah Blah,0.381876436,0.493007,0.45409,0.0,0.0,30th Anniversary Blah Blah Blah,Rock,11086,Hippopotamus
110,352,0.990132217,0.529878486,0.198174641,0.949358547,0.133638783,0.025658722,61.177,0.443221924,Blah Blah Blah,0.381876436,0.493007,0.45409,0.0,0.0,30th Anniversary Blah Blah Blah,Rock,11086,In Arabia
111,353,0.982075791,0.78469547,0.112829406,0.388359648,0.112441966,0.078000838,126.286,0.729040221,Blah Blah Blah,0.381876436,0.493007,0.45409,0.0,0.0,30th Anniversary Blah Blah Blah,Rock,11086,In my Grandfather's Clock
112,354,0.730425719,0.520305161,0.21589111,0.941711134,0.102732096,0.04427792,117.668,0.071799791,Blah Blah Blah,0.381876436,0.493007,0.45409,0.0,0.0,30th Anniversary Blah Blah Blah,Rock,11086,Julie Andrews
113,355,0.990162436,0.343218962,0.127864282,0.864487895,0.10830037,0.039454517,79.375,0.643045258,Blah Blah Blah,0.381876436,0.493007,0.45409,0.0,0.0,30th Anniversary Blah Blah Blah,Rock,11086,Just you wait and see
114,356,0.312169786,0.644946869,0.186612169,0.855491595,0.38433828,0.158623274,120.084,0.297644907,Blah Blah Blah,0.381876436,0.493007,0.45409,0.0,0.0,30th Anniversary Blah Blah Blah,Rock,11086,Little White Boxes
115,359,0.962376665,0.587843295,0.036237523,0.929113434,0.111432593,0.131521517,64.801,0.412810296,Blah Blah Blah,0.381876436,0.493007,0.45409,0.0,0.0,30th Anniversary Blah Blah Blah,Rock,11086,My Room
116,361,0.994581996,0.287247084,0.149173181,0.876039907,0.10574305,0.040755868,87.788,0.234421985,Blah Blah Blah,0.381876436,0.493007,0.45409,0.0,0.0,30th Anniversary Blah Blah Blah,Rock,11086,Red coated young girlfriend
117,362,0.592507743,0.409441814,0.317680261,0.033761548,0.205815944,0.068703064,106.973,0.616174246,Blah Blah Blah,0.381876436,0.493007,0.45409,0.0,0.0,30th Anniversary Blah Blah Blah,Rock,11086,Starsigns
118,363,0.877319314,0.650043108,0.095497338,0.00919016,0.091481496,0.175054198,122.338,0.557473,Blah Blah Blah,0.381876436,0.493007,0.45409,0.0,0.0,30th Anniversary Blah Blah Blah,Rock,11086,Sugar Bowl
119,364,0.986380108,0.612859719,0.156110207,0.104549458,0.107289052,0.198543133,109.256,0.483544289,Blah Blah Blah,0.381876436,0.493007,0.45409,0.0,0.0,30th Anniversary Blah Blah Blah,Rock,11086,Sunspot activity
120,365,0.994110587,0.36229285,0.461704595,0.939698457,0.335550239,0.027758227,71.276,0.650471407,Blah Blah Blah,0.381876436,0.493007,0.45409,0.0,0.0,30th Anniversary Blah Blah Blah,Rock,11086,The Sound of Music
121,366,0.745584832,0.350164913,0.142087357,0.765823692,0.111015906,0.040671344,166.317,0.196260999,Blah Blah Blah,0.381876436,0.493007,0.45409,0.0,0.0,30th Anniversary Blah Blah Blah,Rock,11086,The Swamp
122,367,0.863572901,0.256178473,0.260709819,0.908662678,0.137146992,0.095191303,169.732,0.522209383,Blah Blah Blah,0.381876436,0.493007,0.45409,0.0,0.0,30th Anniversary Blah Blah Blah,Rock,11086,There goes my greenhouse
123,368,0.637275845,0.312976086,0.116469239,0.540733452,0.10178326,0.048210451,135.812,0.076134855,Blah Blah Blah,0.381876436,0.493007,0.45409,0.0,0.0,30th Anniversary Blah Blah Blah,Rock,11086,Vampires
124,369,0.715640891,0.730889108,0.157846354,0.936570738,0.11136475,0.224547937,93.035,0.197123701,Blah Blah Blah,0.381876436,0.493007,0.45409,0.0,0.0,30th Anniversary Blah Blah Blah,Rock,11086,Whistle while you work
125,370,0.709846723,0.466606328,0.168699586,0.899377749,0.10866624,0.046772906,127.898,0.499142329,Blah Blah Blah,0.381876436,0.493007,0.45409,0.0,0.0,30th Anniversary Blah Blah Blah,Rock,11086,Why didn't Nero?
126,384,0.444821741,0.561166193,0.700912391,0.817286449,0.111111109,0.036441446,91.077,0.344763316,Blanketship,0.302678281,0.248866,0.316202,0.0,0.008155,Summer Set,Electronic,1763,Baja Jones
127,386,0.436374543,0.585548768,0.78292722,0.894427999,0.142187072,0.047893363,130.464,0.301543052,Blanketship,0.302678281,0.248866,0.316202,0.0,0.0,Summer Set,Electronic,1763,Clapartroach
